"R0000100","R0069300","R0069400","R0069600","R0070400","R0070500","R0074300","R0357900","R0358300","R0504200","R0515100","R0536300","R0536401","R0536402","R1205300","R1205400","R1211000","R1217500","R1482600","R9788600","R9788700","R9788800","R9788900","R9793100","R9864300","R9871900"
233,5,2,1,4,3,-4,0,1,-4,90,1,12,1980,1,3,1,1,2,2,2,2,7,5,400,212
234,2,2,3,2,1,3,1,0,-4,-4,2,8,1983,4,7,1,1,2,2,2,2,3,-3,300,264
235,6,2,3,4,2,-4,0,1,-4,100,2,8,1981,1,4,1,1,4,2,2,1,4,5,400,325
236,4,4,3,-2,-2,3,0,0,-4,-4,2,12,1984,4,2,2,1,2,-4,-4,-4,-4,-4,-4,-4
237,1,1,2,1,1,4,0,0,-4,-4,1,3,1983,1,6,2,1,4,-4,-4,-4,-4,-4,-4,-4
238,0,2,3,3,2,-4,0,1,-4,100,2,8,1981,4,3,3,1,4,2,2,2,6,-3,399,292
239,4,2,2,4,3,-4,1,0,-4,95,1,9,1980,1,6,3,1,4,1,-3,-3,4,-3,400,261
240,2,1,2,1,1,-4,1,0,-4,-4,2,4,1983,1,6,3,1,4,-4,-4,-4,-4,-4,-4,-4
241,0,1,3,4,4,2,0,1,-4,-4,2,2,1983,1,5,2,1,2,2,2,1,8,3,400,336
242,0,2,3,1,1,9,0,1,-4,-4,1,6,1984,1,5,1,1,2,2,2,1,5,2,300,303
243,5,4,2,3,1,6,0,0,-4,-4,2,2,1983,1,5,1,1,3,2,2,2,7,-3,100,253
244,3,2,2,1,1,4,0,0,-4,-4,1,3,1983,1,5,1,1,2,2,2,2,7,2,200,221
245,0,2,2,1,1,4,0,0,-4,-4,2,7,1984,1,6,1,1,4,2,2,1,8,3,400,331
246,0,2,2,4,3,-4,0,1,-4,80,1,10,1980,5,7,1,1,2,2,2,1,4,2,400,322
247,3,2,2,4,2,4,0,1,-4,-4,1,3,1982,1,4,1,1,4,2,2,2,5,2,400,332
248,1,2,1,4,4,4,1,0,-4,-4,2,9,1983,1,4,1,1,4,2,2,2,5,2,400,313
249,16,3,1,3,2,-4,1,1,-4,70,1,8,1981,2,3,1,1,4,-4,-4,-4,-4,-4,-4,-4
250,3,2,2,4,5,-4,1,1,-4,50,1,9,1981,1,4,1,1,4,-4,-4,-4,-4,-4,-4,-4
251,5,2,2,4,3,3,0,0,-4,-4,1,4,1982,1,4,1,1,2,2,2,2,5,2,400,299
252,10,2,3,1,1,4,0,0,-4,-4,2,7,1984,1,4,1,1,2,2,2,2,5,2,400,296
253,0,2,2,1,1,2,-1,-1,-4,-4,2,9,1984,1,5,1,1,4,-4,-4,-4,-4,-4,-4,-4
254,0,2,2,2,1,-4,0,0,-4,-2,1,8,1981,4,3,1,1,4,2,2,2,4,3,400,328
255,2,2,1,4,1,3,0,0,-4,-4,2,7,1983,4,3,1,1,4,-4,-4,-4,-4,-4,-4,-4
256,20,3,4,3,5,-4,1,1,3,95,1,8,1980,1,5,1,1,4,-3,-3,-3,5,2,300,101
257,4,2,2,3,2,0,1,1,-4,-4,1,5,1984,1,5,1,1,4,2,2,2,3,3,-7,156
258,1,2,3,3,3,1,1,1,-4,-4,1,11,1982,1,5,1,1,4,2,2,2,9,3,400,287
259,1,1,3,2,1,-4,-1,-1,-4,100,1,12,1981,1,4,2,1,4,-4,-4,-4,-4,-4,-4,-4
260,3,2,3,3,1,-4,0,0,-4,100,1,12,1980,4,4,1,1,1,2,2,2,5,4,300,293
261,10,2,3,4,1,0,0,0,-4,-4,1,4,1983,4,3,1,1,1,1,-3,-3,13,-3,200,229
262,-2,2,2,4,3,-4,0,0,-4,80,1,9,1980,4,6,1,1,1,-4,-4,-4,-4,-4,-4,-4
263,2,3,2,1,1,5,0,0,-4,-4,1,7,1983,4,6,1,1,1,-3,-3,-3,8,-3,0,300
264,1,1,3,3,1,3,1,0,-4,-4,1,7,1982,1,4,1,1,4,-3,-3,-3,9,-3,200,295
265,0,2,2,1,1,3,0,0,-4,-4,1,9,1983,1,7,1,1,2,2,2,1,6,4,250,264
266,1,2,2,4,3,-4,1,1,-4,80,2,12,1980,2,5,1,1,4,-3,-3,-3,5,4,400,272
267,0,2,1,4,3,-4,0,1,-4,100,2,12,1980,1,3,1,1,4,-3,-3,-3,6,3,400,324
268,0,1,2,1,1,-4,0,1,-4,100,1,12,1981,2,5,2,1,2,2,2,2,7,4,250,261
269,-2,2,2,1,1,-4,1,1,-4,80,2,6,1981,1,4,2,1,4,2,2,2,5,-3,0,192
270,2,2,3,3,1,3,1,1,-4,-4,2,1,1984,1,4,1,1,4,2,2,1,6,4,200,260
271,7,2,2,4,1,6,1,0,-4,-4,2,8,1982,1,5,1,1,4,2,2,2,6,-3,100,185
272,10,3,2,4,3,1,1,0,-4,-4,2,9,1982,4,6,1,1,2,-4,-4,-4,-4,-4,-4,-4
273,5,2,2,3,2,3,1,0,-4,-4,2,4,1983,4,5,1,1,2,-4,-4,-4,-4,-4,-4,-4
274,14,3,2,4,3,-4,1,1,-4,50,2,8,1980,4,7,1,1,2,2,1,2,2,-3,100,219
275,-4,2,2,1,1,-4,1,1,2,0,1,12,1980,9,7,4,1,2,-4,-4,-4,-4,-4,-4,-4
276,10,2,2,3,2,-4,0,0,-4,-4,2,1,1982,4,7,1,1,2,2,1,2,3,-3,0,186
277,17,2,3,1,1,2,0,0,-4,-4,1,2,1984,4,7,1,1,2,1,2,2,5,-3,200,226
278,10,2,2,3,2,-4,1,1,-4,100,1,9,1980,1,4,1,0,4,2,2,2,6,2,400,200
279,4,2,3,3,4,-4,1,1,-4,90,1,4,1981,1,4,1,0,4,2,2,2,7,2,400,287
280,4,3,3,2,1,2,0,1,-4,-4,1,5,1983,1,4,1,0,4,2,2,2,4,3,350,294
281,7,2,1,1,1,8,1,0,-4,-4,1,12,1984,4,4,1,1,1,2,2,2,5,5,300,252
282,0,2,1,3,4,-4,1,1,-4,50,1,6,1980,1,5,1,1,4,2,2,2,4,4,200,260
283,3,2,2,1,1,1,0,0,-4,-4,1,5,1984,1,5,1,1,4,2,2,2,4,4,400,265
284,7,2,2,5,5,-4,0,0,-4,100,2,3,1981,2,6,1,1,1,1,2,2,2,-3,100,-9
285,13,2,1,4,3,-4,0,1,-4,80,1,2,1981,1,4,1,1,4,2,2,2,4,4,200,261
286,3,1,2,2,1,2,1,1,-4,-4,2,9,1984,1,3,1,1,4,2,2,1,4,1,400,373
287,8,2,1,5,4,-4,1,1,-4,75,1,5,1980,1,5,1,1,4,2,2,2,8,3,200,221
288,2,2,2,3,1,2,0,0,-4,-4,2,10,1983,1,5,1,1,4,2,2,2,5,-3,300,291
289,1,2,1,3,1,4,0,0,-4,-4,2,10,1984,1,5,1,1,4,2,2,2,5,-3,300,256
290,5,2,4,1,4,3,0,1,-4,-4,2,1,1984,1,4,1,1,4,2,2,2,10,-3,300,212
291,10,2,1,5,5,-4,1,1,-4,100,2,6,1980,1,5,1,1,4,2,2,2,3,3,100,302
292,0,2,1,5,3,3,0,1,-4,-4,2,9,1984,1,5,1,1,1,2,2,2,5,3,300,294
293,0,1,2,5,4,1,0,0,-4,-4,2,11,1983,1,5,1,1,2,2,2,1,4,3,200,347
294,0,2,2,3,2,4,0,1,-4,-4,1,5,1982,1,5,1,1,2,2,2,2,4,3,300,317
295,2,2,2,1,1,1,0,1,-4,-4,2,9,1984,4,6,2,1,2,2,2,2,9,-3,400,268
296,3,2,3,5,3,-4,0,0,-4,99,2,12,1981,1,4,1,1,2,-3,-3,2,4,5,400,299
297,0,2,2,1,1,4,0,0,-4,-4,1,7,1984,1,4,1,1,2,2,2,2,6,4,300,269
298,6,2,2,4,1,15,0,0,-4,-4,2,6,1983,1,5,1,1,4,-3,-3,2,5,5,325,294
299,5,4,3,5,4,-4,0,1,-4,50,1,5,1981,1,3,1,1,4,2,2,2,8,5,300,223
300,5,2,2,4,3,2,0,0,-4,-4,2,5,1984,1,5,1,1,4,2,2,1,5,5,400,315
301,4,2,3,3,3,-4,1,1,-4,75,2,12,1981,4,3,1,1,4,-4,-4,-4,-4,-4,-4,-4
302,4,2,3,3,3,20,0,1,-4,-4,2,3,1984,1,4,1,1,4,-4,-4,-4,-4,-4,-4,-4
303,4,2,3,4,4,-4,1,1,-4,100,2,9,1980,2,4,1,1,4,-4,-4,-4,-4,-4,-4,-4
304,10,1,2,2,1,3,0,0,-4,-4,1,2,1983,2,5,2,1,4,-3,-3,-3,5,4,200,266
305,2,2,2,1,1,2,0,0,-4,-4,2,2,1983,1,6,2,1,4,-4,-4,-4,-4,-4,-4,-4
306,0,2,1,1,1,-4,1,1,3,100,2,2,1980,7,7,2,1,4,2,2,2,8,-3,-6,-7
307,2,2,3,1,1,-4,1,0,3,100,2,5,1980,7,7,2,1,4,2,2,2,8,-3,-6,-7
308,0,3,1,1,1,-4,0,0,1,100,1,4,1981,7,7,2,1,4,-4,-4,-4,-4,-4,-4,-4
309,1,2,3,1,1,-4,0,1,3,100,2,4,1981,7,7,2,1,4,-3,-3,-3,8,-3,200,307
310,10,3,2,1,1,1,0,1,3,-4,2,6,1982,7,7,2,1,4,-3,-3,-3,8,-3,200,290
311,1,2,1,3,2,1,1,1,-4,-4,1,3,1982,6,5,2,1,4,-3,-3,-3,4,4,300,306
312,18,2,1,4,3,1,1,1,-4,-4,2,7,1982,6,5,2,1,4,-3,-3,-3,4,4,400,325
313,2,2,1,3,4,-4,1,0,-4,90,2,4,1981,1,5,1,1,4,-3,-3,-3,4,5,400,354
314,3,2,1,3,2,2,0,0,-4,-4,1,10,1984,1,5,1,1,4,-3,-3,-3,6,5,400,336
315,7,3,2,5,4,7,1,1,-4,-4,2,1,1982,1,5,1,1,4,-3,-3,-3,6,4,300,209
316,1,2,2,3,3,2,0,0,-4,-4,1,4,1982,1,4,1,1,4,-4,-4,-4,-4,-4,-4,-4
317,8,1,2,5,1,-4,0,1,-4,99,2,8,1980,1,4,1,1,2,-3,-3,-3,5,5,400,240
318,5,2,4,1,1,2,0,1,-4,-4,1,2,1983,4,4,1,1,4,-4,-4,-4,-4,-4,-4,-4
319,0,2,2,2,1,2,-1,-1,-4,-4,2,3,1983,1,4,1,1,4,-4,-4,-4,-4,-4,-4,-4
320,0,2,1,3,1,5,0,0,-4,-4,2,7,1982,4,2,2,1,4,2,2,2,4,-3,399,311
321,6,3,1,5,4,-4,1,1,-4,80,1,10,1981,1,3,1,1,4,2,1,2,4,1,300,251
322,2,2,2,2,1,2,0,1,-4,-4,2,6,1982,4,3,1,1,4,1,2,2,9,2,400,315
323,4,2,3,3,2,-4,0,0,1,50,1,3,1980,4,2,3,1,4,2,2,2,6,5,300,169
324,7,1,2,4,4,-4,0,1,-4,90,1,6,1980,1,4,1,1,4,-4,-4,-4,-4,-4,-4,-4
325,5,2,3,1,1,2,0,0,-4,-4,1,9,1984,4,2,1,1,4,2,2,2,9,-3,425,277
326,2,2,3,4,4,-4,1,1,-4,100,2,3,1980,1,3,2,1,4,2,2,2,4,-3,350,301
327,1,2,2,1,1,4,0,0,-4,-4,2,1,1983,1,3,2,1,4,2,2,1,4,-3,400,369
328,3,2,2,1,1,3,0,0,-4,-4,1,3,1984,1,5,2,1,4,2,2,2,4,2,400,281
329,0,2,3,1,1,1,0,0,-4,-4,1,2,1984,1,4,2,1,4,2,2,2,5,-3,300,283
330,0,2,3,4,2,7,1,1,-4,-4,1,6,1982,1,4,1,1,4,-4,-4,-4,-4,-4,-4,-4
331,8,2,1,4,4,-4,0,0,-4,100,2,4,1980,1,4,1,1,4,-4,-4,-4,-4,-4,-4,-4
332,3,2,1,2,4,-4,0,0,-4,100,1,1,1980,3,6,1,1,4,2,2,2,5,1,400,363
333,6,2,3,1,1,1,1,1,-4,-4,2,8,1982,3,6,2,1,4,2,2,2,4,1,350,308
334,20,1,3,1,1,2,0,1,-4,-4,2,1,1984,2,6,2,1,4,2,2,2,4,1,400,320
335,6,2,3,2,2,-4,1,1,-4,100,2,6,1980,1,4,1,1,4,2,2,2,4,1,300,317
336,1,2,2,2,2,0,0,1,-4,-4,1,2,1982,1,4,1,1,1,-4,-4,-4,-4,-4,-4,-4
337,2,2,3,1,1,0,0,0,-4,-4,1,7,1983,1,5,1,0,4,2,2,2,5,-3,400,329
338,3,3,3,3,3,-4,0,1,-4,100,2,4,1981,1,3,1,0,4,-3,-3,-3,5,-3,400,367
339,0,2,2,2,2,-4,1,0,-4,100,2,9,1981,1,6,2,1,4,2,2,1,10,2,500,352
340,1,2,2,1,1,-4,0,0,-4,55,1,12,1981,1,6,1,1,4,2,2,2,10,5,400,306
341,0,2,1,1,1,3,0,0,-4,-4,1,12,1983,1,6,1,1,4,2,2,2,12,5,300,298
342,7,2,2,1,1,2,1,0,-4,-4,1,3,1982,5,5,1,1,4,2,2,2,8,-3,150,239
343,2,2,3,2,1,2,0,0,-4,-4,1,3,1984,5,5,1,1,4,1,2,2,9,4,-8,-8
344,2,2,2,1,1,2,0,0,-4,-4,1,3,1984,5,5,1,1,4,-4,-4,-4,-4,-4,-4,-4
345,3,1,1,3,1,2,0,1,-4,-4,1,3,1984,5,5,1,1,4,-4,-4,-4,-4,-4,-4,-4
346,3,2,1,2,1,0,0,0,-4,-4,1,5,1984,4,4,1,1,2,2,2,2,9,4,400,287
347,0,2,2,1,1,-4,0,0,-4,95,1,9,1981,1,6,1,1,2,2,2,2,9,4,350,224
348,2,2,2,1,1,1,0,0,-4,-4,1,8,1983,1,6,1,1,2,-4,-4,-4,-4,-4,-4,-4
349,2,2,3,1,1,1,0,0,-4,-4,1,1,1984,1,6,1,1,2,-3,-3,-3,6,2,135,263
350,5,2,2,1,1,6,1,1,-4,-4,1,2,1984,1,4,1,1,4,2,2,2,8,4,250,242
351,7,2,2,3,4,-4,1,1,-4,75,2,6,1981,1,5,1,1,2,-3,-3,-3,9,4,350,315
352,3,1,2,3,2,-4,1,1,-4,50,2,6,1981,1,5,1,1,2,-3,-3,-3,8,4,350,270
353,2,1,2,2,2,4,0,1,-4,-4,2,9,1982,1,5,1,1,2,-4,-4,-4,-4,-4,-4,-4
354,8,2,2,1,2,-4,0,1,-4,-4,2,7,1982,1,4,1,1,2,2,2,1,9,4,200,254
355,4,1,1,3,2,-4,0,0,-4,100,2,12,1980,1,4,1,1,2,-3,-3,-3,9,4,200,295
356,4,2,3,4,2,-4,0,0,-4,-4,2,10,1982,1,3,1,1,2,-4,-4,-4,-4,-4,-4,-4
357,1,1,2,2,1,-4,0,1,-4,25,1,9,1981,1,6,1,1,2,-3,-3,-3,8,4,300,242
358,7,2,2,1,1,-4,0,0,-4,-4,1,2,1983,1,6,1,1,2,2,2,2,9,4,200,216
359,4,2,3,2,1,-3,0,1,-4,-4,2,1,1983,1,6,1,1,2,2,2,2,8,4,400,296
360,0,2,3,1,1,2,0,1,-4,-4,1,9,1984,4,3,1,1,2,2,2,2,10,1,300,336
361,2,2,2,2,2,-4,0,0,3,10,1,8,1980,10,2,2,1,2,-4,-4,-4,-4,-4,-4,-4
362,4,2,3,1,1,-4,1,0,-4,50,2,4,1981,1,6,1,1,2,-3,-3,-3,9,5,250,301
363,6,2,3,1,1,3,1,1,-4,-4,2,11,1983,1,6,1,1,2,2,2,2,13,-3,350,269
364,5,2,4,2,1,5,0,0,-4,-4,2,7,1984,2,5,1,1,2,2,1,1,9,5,200,285
365,4,2,2,3,3,-4,1,1,2,-4,2,2,1982,4,4,1,1,2,-4,-4,-4,-4,-4,-4,-4
366,0,2,2,2,3,-4,0,0,-4,100,2,8,1980,1,6,1,1,2,-3,-3,-3,13,5,550,340
367,2,2,2,3,3,-4,0,0,-4,75,1,6,1981,1,6,1,1,2,-3,-3,-3,9,5,400,286
368,4,2,3,3,1,-4,1,1,-4,100,2,4,1981,1,5,1,1,2,-3,-3,-3,13,5,550,240
369,0,2,2,1,-2,1,0,0,-4,-4,1,7,1984,1,5,1,1,2,-4,-4,-4,-4,-4,-4,-4
370,0,3,2,2,3,-4,1,1,-4,0,1,6,1981,8,4,1,1,2,2,2,2,4,-3,150,185
371,5,3,2,3,1,5,0,0,-4,-4,2,12,1982,8,4,1,1,2,-4,-4,-4,-4,-4,-4,-4
372,1,3,2,3,3,6,0,0,-4,-4,1,6,1983,4,3,1,1,2,2,2,2,10,-3,200,254
373,1,3,3,1,1,4,0,1,-4,-4,2,8,1984,4,3,1,1,2,-4,-4,-4,-4,-4,-4,-4
374,0,4,1,3,4,-4,1,1,-4,5,2,9,1981,4,2,1,1,4,2,2,2,13,5,300,333
375,3,2,3,1,2,3,0,0,-4,-4,1,7,1982,4,2,1,1,1,2,2,2,13,3,250,239
376,0,2,3,3,2,-4,0,0,-4,100,1,3,1981,1,3,2,1,1,2,2,2,10,3,400,281
377,2,3,2,1,1,1,0,0,-4,-4,2,12,1984,2,6,1,1,1,-3,-3,-3,3,-3,50,240
378,2,2,3,1,1,1,0,0,-4,-4,1,2,1984,1,3,2,1,1,2,2,2,10,5,300,248
379,40,2,2,3,3,-4,0,1,-4,80,2,11,1980,1,4,1,1,2,-4,-4,-4,-4,-4,-4,-4
380,4,2,2,2,1,-4,0,0,-4,-4,1,2,1983,4,2,1,1,4,-4,-4,-4,-4,-4,-4,-4
381,-4,-4,-4,-4,-4,-4,1,1,1,-3,1,1,1980,4,3,-4,1,2,-4,-4,-4,-4,-4,-4,-4
382,0,2,2,2,2,-4,0,0,1,-3,2,1,1980,10,3,1,1,4,2,2,1,8,-3,400,289
383,3,2,3,1,1,2,0,0,-4,-4,2,2,1984,4,2,1,1,4,-4,-4,-4,-4,-4,-4,-4
384,2,2,2,1,1,4,0,0,-4,-4,1,11,1983,1,4,2,1,2,2,2,1,11,4,500,280
385,4,1,1,3,3,-4,0,1,-4,50,1,12,1981,1,5,1,1,2,-3,-3,-3,13,-3,0,273
386,5,2,3,2,4,-4,1,1,-4,100,1,6,1980,4,5,1,1,2,-3,-3,-3,9,5,300,256
387,13,4,2,2,2,9,1,1,-4,-4,2,1,1983,4,5,1,1,2,-3,-3,-3,10,-3,150,167
388,10,3,3,2,2,3,0,0,-4,-4,2,1,1982,4,3,1,1,2,-3,-3,-3,3,5,100,185
389,2,1,3,2,1,-4,1,1,-4,100,2,6,1981,1,4,1,1,4,2,2,2,15,5,300,390
390,3,2,3,3,2,7,1,1,-4,-4,2,3,1983,4,3,1,1,4,2,2,2,16,5,450,292
391,0,1,2,3,1,-4,0,0,-4,99,1,3,1980,1,5,1,1,4,2,1,2,8,4,350,329
392,4,2,2,2,1,-4,0,0,-4,-3,1,1,1980,1,4,1,1,2,2,2,1,9,4,350,310
393,2,1,2,1,1,1,0,0,-4,-4,1,9,1983,9,8,1,1,2,2,2,2,16,-3,200,243
394,5,1,3,1,1,0,0,0,-4,-4,1,10,1984,1,8,1,1,2,2,2,1,14,-3,250,310
395,0,1,2,1,1,0,0,0,-4,-4,1,8,1984,1,4,1,1,4,2,2,2,13,3,850,263
396,3,2,3,3,2,4,1,1,-4,-4,1,9,1983,1,5,1,1,4,2,2,2,11,5,400,347
397,9,2,2,4,2,2,1,0,-4,-4,1,4,1982,1,4,1,1,2,2,2,2,2,-3,0,100
398,0,2,3,3,3,-4,0,0,-4,100,1,8,1980,1,3,1,1,2,2,2,2,13,-3,250,193
399,12,2,3,4,4,-4,1,1,-4,50,1,9,1980,1,6,1,1,3,2,2,2,8,5,200,246
400,14,2,3,4,4,3,1,1,-4,-4,2,7,1982,1,6,1,1,3,-4,-4,-4,-4,-4,-4,-4
401,5,1,2,1,1,4,0,0,-4,-4,1,6,1984,5,2,1,1,4,2,2,2,9,-3,300,245
402,1,2,2,1,1,2,0,1,-4,-4,2,7,1984,2,4,1,1,4,2,2,2,12,-3,170,292
403,0,2,3,1,1,3,0,1,-4,-4,2,2,1984,2,4,1,1,1,2,2,2,12,-3,380,287
404,3,2,1,2,1,-4,0,0,-4,75,1,3,1980,1,10,1,1,4,2,2,2,8,4,400,336
405,3,2,2,2,3,-4,0,0,-4,100,1,9,1981,1,10,1,1,4,2,2,1,8,3,400,375
406,0,1,3,1,1,1,0,0,-4,-4,2,6,1983,1,10,1,1,4,2,2,1,8,4,400,381
407,10,2,2,3,3,-4,0,0,-4,2,2,10,1981,4,2,1,1,2,-3,-3,-3,9,-3,250,268
408,6,2,1,1,1,-4,0,0,-4,95,1,5,1980,4,2,1,1,1,-3,-3,-3,9,5,350,269
409,-2,3,3,3,2,-4,0,1,-4,50,2,12,1980,1,4,1,1,1,-3,-3,-3,14,-3,200,249
410,0,4,2,3,3,-4,1,1,3,30,1,10,1980,4,5,1,1,2,-4,-4,-4,-4,-4,-4,-4
411,-1,3,2,-2,-2,-4,1,1,-4,99,2,2,1980,1,6,1,1,2,-4,-4,-4,-4,-4,-4,-4
412,3,3,2,2,1,3,1,0,-4,-4,1,2,1982,1,6,1,1,2,2,2,2,14,5,450,293
413,2,2,1,2,2,-4,0,0,-4,95,1,7,1980,4,2,1,1,1,-3,-3,-3,12,-3,200,253
414,10,3,3,3,3,-4,0,0,-4,0,2,7,1980,4,3,4,1,1,2,2,2,8,-3,100,189
415,10,2,3,4,4,-4,0,1,-4,100,2,12,1981,1,4,1,1,4,-4,-4,-4,-4,-4,-4,-4
416,0,1,3,2,2,-4,0,0,-4,97,2,7,1980,1,5,1,1,4,2,2,1,11,5,500,400
417,11,2,3,5,4,0,1,1,-4,-4,2,5,1983,5,3,1,1,4,-4,-4,-4,-4,-4,-4,-4
418,3,1,4,3,2,1,0,0,-4,-4,1,5,1983,1,4,1,1,4,-4,-4,-4,-4,-4,-4,-4
419,4,2,2,1,1,1,0,1,-4,-4,1,2,1984,1,5,1,1,4,-4,-4,-4,-4,-4,-4,-4
420,13,2,3,2,2,-4,1,1,-4,95,1,3,1980,2,5,1,1,4,2,2,2,5,5,400,332
421,7,2,3,1,3,5,1,1,-4,-4,1,8,1982,1,4,1,1,4,2,2,2,10,5,200,264
422,2,2,2,3,4,-4,0,0,-4,-3,1,1,1981,3,4,1,1,3,2,2,-2,10,5,300,246
423,15,2,1,2,1,-3,1,0,-4,-4,2,1,1984,6,4,2,1,3,-4,-4,-4,-4,-4,-4,-4
424,2,2,2,2,1,2,1,0,-4,-4,2,6,1984,1,5,1,1,2,-4,-4,-4,-4,-4,-4,-4
425,3,3,2,3,2,1,1,1,-4,-4,2,8,1982,1,4,1,1,4,-4,-4,-4,-4,-4,-4,-4
426,20,2,2,1,1,-4,0,0,3,20,2,12,1980,1,3,4,1,2,-4,-4,-4,-4,-4,-4,-4
427,5,2,2,2,2,-4,0,0,-4,95,1,11,1981,1,6,1,1,2,-3,-3,2,13,5,300,256
428,1,2,2,2,1,1,0,0,-4,-4,2,11,1984,1,6,1,1,2,-4,-4,-4,-4,-4,-4,-4
429,20,2,1,1,1,-4,1,1,-4,15,1,1,1981,1,4,1,1,4,-4,-4,-4,-4,-4,-4,-4
430,4,2,2,1,1,5,0,0,-4,-4,1,3,1983,1,5,1,1,4,2,2,1,14,4,300,331
431,3,1,4,2,1,1,0,0,-4,-4,2,10,1984,4,4,1,1,2,2,2,2,14,5,400,336
432,8,1,2,4,3,-4,0,1,-4,100,1,2,1981,2,5,1,1,2,2,1,2,8,5,200,200
433,4,2,3,1,1,3,0,0,-4,-4,2,9,1984,2,5,1,1,2,2,2,1,8,5,200,237
434,8,3,3,4,4,2,1,1,-4,-4,1,4,1982,3,4,1,1,4,2,2,2,8,5,200,247
435,6,2,3,2,1,-4,0,0,-4,100,2,6,1981,4,3,1,1,2,-4,-4,-4,-4,-4,-4,-4
436,2,3,2,3,1,2,0,0,-4,-4,2,2,1982,1,4,1,1,2,-4,-4,-4,-4,-4,-4,-4
437,4,1,1,2,2,-4,0,0,-4,100,2,7,1981,1,5,1,1,2,-4,-4,-4,-4,-4,-4,-4
438,20,2,2,1,2,6,0,0,-4,-4,1,3,1983,1,5,1,1,2,2,2,2,11,-3,0,245
439,23,2,3,2,2,1,0,0,-4,-4,2,5,1984,1,5,1,1,2,2,1,2,6,-3,200,255
440,2,3,3,2,2,-4,1,1,-4,90,1,8,1980,1,5,1,1,2,2,2,2,8,-3,300,230
441,21,3,3,3,4,-4,1,0,-4,-4,1,1,1982,1,5,1,1,2,2,2,2,5,-3,-6,197
442,2,2,1,2,1,-4,0,1,-4,50,2,3,1981,1,3,1,1,2,2,2,1,9,5,300,289
443,5,2,3,1,1,-4,0,0,-4,100,1,6,1980,1,4,1,1,2,2,1,2,8,-3,100,248
444,15,3,2,1,2,2,0,0,-4,-4,2,2,1982,1,4,1,1,2,2,1,2,9,-3,100,173
445,5,2,3,3,2,-4,0,0,-4,90,1,1,1981,4,3,1,1,2,-4,-4,-4,-4,-4,-4,-4
446,1,2,4,2,3,2,1,0,-4,-4,1,2,1983,4,2,1,1,2,2,2,1,13,3,430,340
447,1,2,2,3,2,4,0,0,-4,-4,2,9,1983,1,5,1,1,2,2,1,2,16,-3,200,256
448,3,2,1,1,1,4,0,0,-4,-4,2,9,1983,1,5,1,1,2,1,2,-3,13,-3,150,271
449,5,2,2,1,1,-4,0,0,-4,-4,2,9,1984,1,5,1,1,2,2,2,1,9,4,400,305
450,8,2,3,3,3,-4,1,1,-4,100,2,11,1980,1,8,1,1,2,-3,-3,-3,10,-3,350,321
451,20,2,4,4,3,3,1,1,-4,-4,1,9,1983,1,8,1,1,2,2,2,2,4,-3,300,334
452,75,2,3,1,1,-4,0,0,-4,10,2,3,1981,2,8,1,1,2,-4,-4,-4,-4,-4,-4,-4
453,10,2,2,4,2,5,1,1,-4,-4,2,7,1982,2,8,1,1,2,-4,-4,-4,-4,-4,-4,-4
454,2,1,2,1,1,3,0,0,-4,-4,1,8,1982,4,3,1,1,2,2,2,1,15,5,300,306
455,1,1,1,1,1,2,0,0,-4,-4,1,8,1984,1,4,1,1,2,-4,-4,-4,-4,-4,-4,-4
456,0,3,2,1,1,2,0,0,-4,-4,1,11,1983,4,8,1,1,2,2,2,1,13,5,400,302
457,1,2,2,1,2,-4,1,0,-4,50,1,5,1980,3,11,1,1,2,2,2,2,11,-3,250,270
458,2,1,1,1,1,2,0,0,-4,-4,1,6,1982,1,11,1,1,2,2,2,1,15,5,400,378
459,0,1,3,1,1,1,0,0,-4,-4,2,6,1983,1,4,2,1,2,2,2,2,12,1,400,296
460,7,3,1,1,1,-4,0,0,-4,50,2,12,1981,1,8,1,1,2,-4,-4,-4,-4,-4,-4,-4
461,-2,2,2,1,5,2,0,0,-4,-4,2,3,1983,1,8,1,1,2,-4,-4,-4,-4,-4,-4,-4
462,2,2,2,1,1,-4,0,0,-4,100,2,2,1981,4,12,1,1,2,2,2,2,11,5,300,303
463,1,2,2,1,1,4,0,0,-4,-4,1,7,1982,4,12,1,1,2,-4,-4,-4,-4,-4,-4,-4
464,4,1,1,4,2,-4,0,0,-4,98,2,11,1981,4,4,1,1,2,2,2,1,15,5,200,291
465,3,2,3,3,4,-4,0,0,-4,-4,2,10,1984,4,4,1,1,2,-4,-4,-4,-4,-4,-4,-4
466,5,3,2,1,1,0,1,1,-4,-4,1,12,1983,4,5,1,1,2,-4,-4,-4,-4,-4,-4,-4
467,2,2,3,1,1,2,0,0,-4,-4,2,9,1984,1,6,1,1,2,2,2,2,17,5,200,228
468,2,1,2,4,3,-4,0,0,-4,100,2,11,1981,9,5,1,1,2,-4,-4,-4,-4,-4,-4,-4
469,0,1,2,2,2,3,0,0,-4,-4,2,1,1982,1,5,1,1,2,2,2,1,14,5,350,348
470,1,2,3,2,1,-4,0,0,-4,100,2,2,1981,4,3,1,1,2,2,2,2,10,-3,300,295
471,5,2,2,5,5,-4,0,0,-4,100,1,7,1980,1,6,1,1,2,-3,-3,-3,2,-3,100,256
472,8,2,3,-2,1,5,0,0,-4,-4,2,1,1983,1,6,1,1,2,-4,-4,-4,-4,-4,-4,-4
